,Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry,Reduced Name
1179,DGICB,Donegal Group Inc. Class B Common Stock,$11.81,351606907.0,3910,Finance,Property-Casualty Insurers,Donegal Group
1180,DGII,Digi International Inc. Common Stock,$18.90,559815505.0,104130,Technology,Computer Communications Equipment,Digi International
1181,DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,$13.27,1144537500.0,174474,Finance,Business Services,Dragoneer Growth Opportunities
1182,DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,$11.42,360643600.0,103862,Finance,Business Services,Dragoneer Growth Opportunities Ii
1183,DGX,Quest Diagnostics Incorporated Common Stock,$119.17,16060062313.0,886969,Health Care,Medical Specialities,Quest Diagnostics Incorporated
1184,DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,$4.12,981666129.0,848872,Consumer Services,Real Estate Investment Trusts,Diversified Healthcare Trust Of Beneficial Interest
1185,DHF,BNY Mellon High Yield Strategies Fund Common Stock,$3.00,218123064.0,3546641,,,Bny Mellon High Yield Strategies Fund
1186,DHI,D.R. Horton Inc. Common Stock,$68.92,25130094563.0,2195353,Capital Goods,Homebuilding,D.R. Horton
1187,DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,$149.27,472180716.0,9703,Finance,Investment Managers,Diamond Hill Investment Group
1188,DHR,Danaher Corporation Common Stock,$222.14,158000000000.0,1835566,Capital Goods,Industrial Machinery/Components,Danaher
1189,DHT,DHT Holdings Inc.,$5.23,893275255.0,1687228,Transportation,Marine Transportation,Dht Holdings
1190,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,$15.20,552777078.0,160942,,,Nuveen Dow 30Sm Dynamic Overwrite Fund Of Beneficial Interest
1191,DIN,Dine Brands Global Inc. Common Stock,$58.00,952287442.0,833027,Consumer Services,Restaurants,Dine Brands Global
1192,DIOD,Diodes Incorporated Common Stock,$70.50,3668958392.0,127868,Technology,Semiconductors,Diodes Incorporated
1193,DIS,Walt Disney Company (The) Common Stock,$181.18,328000000000.0,7073495,Consumer Services,Services-Misc. Amusement & Recreation,Walt Disney Company
1194,DISCA,Discovery Inc. Series A Common Stock,$30.09,14778773369.0,5191479,Consumer Services,Television Services,Discovery Series A
1195,DISCB,Discovery Inc. Series B Common Stock,$32.40,15913335233.0,1323,Consumer Services,Television Services,Discovery Series B
1196,DISCK,Discovery Inc. Series C Common Stock,$26.19,12863279313.0,2037819,Consumer Services,Television Services,Discovery Series C
1197,DISH,DISH Network Corporation Class A Common Stock,$32.34,17011113823.0,2679042,Consumer Services,Television Services,Dish Network
1198,DJCO,Daily Journal Corp. (S.C.) Common Stock,$404.00,557821384.0,11632,Consumer Services,Newspapers/Magazines,Daily Journal
1199,DK,Delek US Holdings Inc. Common Stock,$16.07,1184772931.0,645190,Energy,Integrated oil Companies,Delek Us Holdings
1200,DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,$32.00,1389863648.0,45417,Energy,Natural Gas Distribution,Delek Logistics Partners
1201,DKNG,DraftKings Inc. Class A Common Stock,$46.56,18238195739.0,14606455,Consumer Services,Services-Misc. Amusement & Recreation,Draftkings
1202,DKS,Dick's Sporting Goods Inc Common Stock,$56.21,5036341522.0,1268801,Consumer Services,Other Specialty Stores,Dick'S Sporting Goods
1203,DL,China Distance Education Holdings Limited American Depositary Shares,$9.63,329219847.0,2387,Consumer Services,Other Consumer Services,China Distance Education Holdings
1204,DLA,Delta Apparel Inc. Common Stock,$20.07,139981426.0,7163,Consumer Non-Durables,Apparel,Delta Apparel
1205,DLB,Dolby Laboratories Common Stock,$97.13,9803797221.0,207909,Miscellaneous,Multi-Sector Companies,Dolby Laboratories
1206,DLHC,DLH Holdings Corp.,$9.32,116797364.0,70455,Technology,Professional Services,Dlh Holdings
1207,DLR,Digital Realty Trust Inc. Common Stock,$139.51,39085844680.0,1019020,Consumer Services,Real Estate Investment Trusts,Digital Realty Trust
1208,DLTH,Duluth Holdings Inc. Class B Common Stock,$10.56,346665750.0,463236,Consumer Services,Clothing/Shoe/Accessory Stores,Duluth Holdings
1209,DLTR,Dollar Tree Inc. Common Stock,$108.04,25410160102.0,1121297,Consumer Services,Department/Specialty Retail Stores,Dollar Tree
1210,DLX,Deluxe Corporation Common Stock,$29.20,1223304450.0,553079,Consumer Durables,Publishing,Deluxe
1211,DM,Desktop Metal Inc. Class A Common Stock,$17.20,3899325673.0,1682321,Technology,Industrial Machinery/Components,Desktop Metal
1212,DMAC,DiaMedica Therapeutics Inc. Common Stock,$10.14,190014210.0,139725,Health Care,Major Pharmaceuticals,Diamedica Therapeutics
1213,DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,$14.02,257793773.0,33515,,,Bny Mellon Municipal Bond Infrastructure Fund
1214,DMF,BNY Mellon Municipal Income Inc. Common Stock,$8.87,184059578.0,82858,,,Bny Mellon Municipal Income
1215,DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,$10.91,378356334.0,289907,Energy,Oil & Gas Production,Dorchester Minerals Representingship Interests
1216,DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,$14.18,155754226.0,85874,,,Western Asset Mortgage Opportunity Fund
1217,DMRC,Digimarc Corporation Common Stock,$47.24,723511920.0,281362,Technology,EDP Services,Digimarc
1218,DMS,Digital Media Solutions Inc. Class A Ordinary Shares,$12.04,703040174.0,128537,Miscellaneous,Business Services,Digital Media Solutions
1219,DMTK,DermTech Inc. Common Stock,$32.44,635671727.0,1171030,Health Care,Medical Specialities,Dermtech
1220,DMYD,dMY Technology Group Inc. II Class A Common Stock,$17.59,606855000.0,594309,Finance,Business Services,Dmy Technology Group Ii
1221,DNB,Dun & Bradstreet Holdings Inc. Common Stock,$24.90,10533673316.0,2355217,Finance,Finance: Consumer Services,Dun & Bradstreet Holdings
1222,DNLI,Denali Therapeutics Inc. Common Stock,$83.76,10044373225.0,486564,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Denali Therapeutics
1223,DNOW,NOW Inc. Common Stock,$7.18,785345722.0,1011012,Energy,Metal Fabrications,Now
1224,DNP,DNP Select Income Fund Inc. Common Stock,$10.26,3160409346.0,528141,,,Dnp Select Income Fund
1225,DOC,Physicians Realty Trust Common Shares of Beneficial Interest,$17.80,3706489586.0,1461019,Consumer Services,Real Estate Investment Trusts,Physicians Realty Trust Of Beneficial Interest
1226,DOCU,DocuSign Inc. Common Stock,$222.30,41471602871.0,2209644,Technology,Computer Software: Prepackaged Software,Docusign
1227,DOMO,Domo Inc. Class B Common Stock,$63.77,1909864757.0,306520,Technology,Computer Software: Prepackaged Software,Domo
1228,DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,$65.98,5800970177.0,34993,Capital Goods,Industrial Specialties,Brp
1229,DOOR,Masonite International Corporation Ordinary Shares (Canada),$98.34,2409621775.0,176701,Basic Industries,Forest Products,Masonite International
1230,DORM,Dorman Products Inc. Common Stock,$86.82,2803131034.0,127728,Capital Goods,Auto Parts:O.E.M.,Dorman Products
1231,DOV,Dover Corporation Common Stock,$126.25,18193041499.0,556774,Technology,Industrial Machinery/Components,Dover
1232,DOW,Dow Inc. Common Stock ,$55.50,41167222791.0,2663490,Basic Industries,Major Chemicals,Dow
1233,DOX,Amdocs Limited Ordinary Shares,$70.93,9299645209.0,489448,Technology,EDP Services,Amdocs
1234,DOYU,DouYu International Holdings Limited ADS,$11.06,3549668843.0,2527637,Technology,Computer Software: Programming Data Processing,Douyu International Holdings Ads
1235,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,$12.20,462743633.0,327597,,,Duff & Phelps Utility And Infrastructure Fund
1236,DPZ,Domino's Pizza Inc Common Stock,$383.46,15108287955.0,425726,Consumer Non-Durables,Food Distributors,Domino'S Pizza
1237,DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,$57.36,3985592489.0,1529306,Technology,Semiconductors,Daqo New Energy Each Representing Five
1238,DRD,DRDGOLD Limited American Depositary Shares,$11.73,1003048476.0,534012,Basic Industries,Precious Metals,Drdgold
1239,DRE,Duke Realty Corporation Common Stock,$39.97,14866888305.0,1370445,Consumer Services,Real Estate Investment Trusts,Duke Realty
1240,DRH,Diamondrock Hospitality Company Common Stock,$8.25,1646030760.0,2552810,Consumer Services,Real Estate Investment Trusts,Diamondrock Hospitality Company
1241,DRI,Darden Restaurants Inc. Common Stock,$119.12,15509416257.0,759849,Consumer Services,Restaurants,Darden Restaurants
1242,DRIO,DarioHealth Corp. Common Stock,$14.29,115954204.0,119951,Health Care,Medical/Dental Instruments,Dariohealth
1243,DRNA,Dicerna Pharmaceuticals Inc. Common Stock,$22.03,1653239059.0,472526,Health Care,Major Pharmaceuticals,Dicerna Pharmaceuticals
1244,DRQ,Dril-Quip Inc. Common Stock,$29.62,1039537448.0,306466,Energy,Metal Fabrications,Dril-Quip
1245,DSAC,Duddell Street Acquisition Corp. Class A Ordinary Shares,$9.96,217875000.0,80285,Finance,Business Services,Duddell Street Acquisition
1246,DSGX,Descartes Systems Group Inc. (The) Common Stock,$58.48,4940623443.0,63349,Technology,Computer Software: Prepackaged Software,Descartes Systems Group
1247,DSKE,Daseke Inc. Common Stock,$5.81,377784641.0,655148,Consumer Services,Transportation Services,Daseke
1248,DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,$16.58,1690445535.0,638606,,,Doubleline Income Solutions Fund Of Beneficial Interests
1249,DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,$7.87,388947292.0,159439,,,Bny Mellon Strategic Municipal Bond Fund
1250,DSPG,DSP Group Inc. Common Stock,$16.59,391475872.0,70107,Technology,Semiconductors,Dsp Group
1251,DSSI,Diamond S Shipping Inc. Common Stock ,$6.66,269334349.0,272029,Consumer Services,Transportation Services,Diamond S Shipping
1252,DSU,Blackrock Debt Strategies Fund Inc. Common Stock,$10.45,488884900.0,412533,,,Blackrock Debt Strategies Fund
1253,DT,Dynatrace Inc. Common Stock,$43.27,12206316204.0,1185492,Technology,Computer Software: Prepackaged Software,Dynatrace
1254,DTE,DTE Energy Company Common Stock,$121.41,23500070186.0,553433,Public Utilities,Electric Utilities: Central,Dte Energy Company
1255,DTF,DTF Tax-Free Income Inc. Common Stock,$14.90,126958207.0,35142,,,Dtf Tax-Free Income
1256,DTIL,Precision BioSciences Inc. Common Stock,$8.34,437687111.0,438903,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Precision Biosciences
1257,DUC,Duff & Phelps Utility & Corporate Bond Trust Inc. Common Stock,$10.02,275496724.0,12356,,,Duff & Phelps Utility & Corporate Bond Trust
1258,DUK,Duke Energy Corporation (Holding Company) Common Stock,$91.56,67384365754.0,1638826,Public Utilities,Power Generation,Duke Energy
1259,DUO,Fangdd Network Group Ltd. American Depositary Shares,$7.54,602044601.0,127401,Finance,Real Estate,Fangdd Network Group
1260,DVA,DaVita Inc. Common Stock,$117.40,13143338669.0,324056,Health Care,Misc Health and Biotechnology Services,Davita
1261,DVAX,Dynavax Technologies Corporation Common Stock,$4.45,490269223.0,3855183,Health Care,Major Pharmaceuticals,Dynavax Technologies
1262,DVN,Devon Energy Corporation Common Stock,$15.81,6047544048.0,8597447,Energy,Oil & Gas Production,Devon Energy
1263,DX,Dynex Capital Inc. Common Stock,$17.80,411973987.0,190230,Consumer Services,Real Estate Investment Trusts,Dynex Capital
1264,DXC,DXC Technology Company Common Stock ,$25.75,6551113069.0,4405331,Technology,EDP Services,Dxc Technology Company
1265,DXCM,DexCom Inc. Common Stock,$369.72,35503325381.0,808373,Health Care,Medical/Dental Instruments,Dexcom
1266,DXPE,DXP Enterprises Inc. Common Stock,$22.23,395487639.0,93719,Capital Goods,Industrial Machinery/Components,Dxp Enterprises
1267,DY,Dycom Industries Inc. Common Stock,$75.52,2410083580.0,330237,Basic Industries,Water Supply,Dycom Industries
1268,DYAI,Dyadic International Inc. Common Stock,$5.38,147854005.0,137062,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Dyadic International
1269,DYN,Dyne Therapeutics Inc. Common Stock,$21.00,954347415.0,107562,Health Care,Major Pharmaceuticals,Dyne Therapeutics
1270,DZSI,DZS Inc. Common Stock,$15.47,334775039.0,39255,Public Utilities,Telecommunications Equipment,Dzs
1271,E,ENI S.p.A. Common Stock,$20.60,36502779430.0,171698,Energy,Oil & Gas Production,Eni S.P.A.
1272,EA,Electronic Arts Inc. Common Stock,$143.60,41623053642.0,1690246,Technology,Computer Software: Prepackaged Software,Electronic Arts
1273,EAD,Wells Fargo Income Opportunities Fund Common Shares,$8.16,494683223.0,196252,,,Wells Fargo Income Opportunities Fund
1274,EAF,GrafTech International Ltd. Common Stock,$10.66,2848229911.0,1333625,Energy,Industrial Machinery/Components,Graftech International
1275,EAR,Eargo Inc. Common Stock,$44.82,1711519602.0,196339,Health Care,Industrial Specialties,Eargo
1276,EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,$13.04,160843653.0,112152,Consumer Services,Real Estate Investment Trusts,Ellington Residential Mortgage Reit Of Beneficial Interest
1277,EAT,Brinker International Inc. Common Stock,$56.57,2562023904.0,726837,Consumer Services,Restaurants,Brinker International
1278,EB,Eventbrite Inc. Class A Common Stock,$18.10,1658789414.0,450251,Technology,Computer Software: Programming Data Processing,Eventbrite
1279,EBAY,eBay Inc. Common Stock,$50.25,34639261133.0,3597307,Miscellaneous,Business Services,Ebay
1280,EBC,Eastern Bankshares Inc. Common Stock,$16.31,3046025492.0,844659,Finance,Savings Institutions,Eastern Bankshares
1281,EBF,Ennis Inc. Common Stock,$17.85,465776579.0,111348,Consumer Services,Office Equipment/Supplies/Services,Ennis
1282,EBIX,Ebix Inc. Common Stock,$37.97,1175648365.0,188448,Technology,EDP Services,Ebix
1283,EBMT,Eagle Bancorp Montana Inc. Common Stock,$21.22,143364591.0,12985,Finance,Major Banks,Eagle Bancorp Montana
1284,EBON,Ebang International Holdings Inc. Class A Ordinary Shares,$6.07,795384496.0,42380323,Technology,Semiconductors,Ebang International Holdings
1285,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),$6.99,10966827061.0,271019,Public Utilities,Electric Utilities: Central,Centrais Electricas Brasileiras S A
1286,EBS,Emergent Biosolutions Inc. Common Stock,$89.60,4748722854.0,359623,Health Care,Major Pharmaceuticals,Emergent Biosolutions
1287,EBSB,Meridian Bancorp Inc. Common Stock,$14.91,781480201.0,92136,Finance,Major Banks,Meridian Bancorp
1288,EBTC,Enterprise Bancorp Inc Common Stock,$25.55,304724988.0,6886,Finance,Major Banks,Enterprise Bancorp
1289,EC,Ecopetrol S.A. American Depositary Shares,$12.91,26540826416.0,602050,Energy,Oil & Gas Production,Ecopetrol
1290,ECC           ,Eagle Point Credit Company Inc. Common Stock,$10.09,319606138.0,138600,,,Eagle Point Credit Company
1291,ECF,Ellsworth Growth and Income Fund Ltd.,$13.87,183154141.0,38476,,,Ellsworth Growth And Income Fund
1292,ECHO,Echo Global Logistics Inc. Common Stock,$26.82,713626265.0,119760,Transportation,Oil Refining/Marketing,Echo Global Logistics
1293,ECL,Ecolab Inc. Common Stock,$216.36,61758919794.0,752304,Basic Industries,Package Goods/Cosmetics,Ecolab
1294,ECOL,US Ecology Inc Common Stock,$36.33,1144842731.0,234941,Public Utilities,Environmental Services,Us Ecology
1295,ECOM          ,ChannelAdvisor Corporation Common Stock,$15.98,463422397.0,181690,Technology,Computer Software: Prepackaged Software,Channeladvisor
1296,ECPG,Encore Capital Group Inc Common Stock,$38.95,1220875481.0,232826,Finance,Finance Companies,Encore Capital Group
1297,ED,Consolidated Edison Inc. Common Stock,$72.27,24204358217.0,2081407,Public Utilities,Power Generation,Consolidated Edison
1298,EDAP,EDAP TMS S.A. American Depositary Shares,$5.17,150661896.0,135883,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Edap Tms
1299,EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,$6.29,415719466.0,170761,,,Morgan Stanley Emerging Markets Domestic Debt Fund Morgan Stanley Emerging Markets Domestic Debt Fund
1300,EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,$8.08,133983287.0,142865,,,Stone Harbor Emerging Markets Income Fund Of Beneficial Interest
1301,EDIT,Editas Medicine Inc. Common Stock,$70.11,4370252024.0,2384700,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Editas Medicine
1302,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,$4.24,185515735.0,65233,Public Utilities,Electric Utilities: Central,Empresa Distribuidora Y Comercializadora Norte
1303,EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),$185.81,31381336998.0,1272818,Consumer Services,Other Consumer Services,New Oriental Education & Technology Group Sponsored Adr Representing 1 Ordinary Share
1304,EDUC,Educational Development Corporation Common Stock,$15.36,128347730.0,17439,Consumer Durables,Consumer Specialties,Educational Development
1305,EEFT,Euronet Worldwide Inc. Common Stock,$144.92,7581475453.0,203077,Finance,Investment Bankers/Brokers/Service,Euronet Worldwide
1306,EEX,Emerald Holding Inc. Common Stock,$5.42,387208486.0,426001,Miscellaneous,Business Services,Emerald Holding
1307,EFC,Ellington Financial Inc. Common Stock ,$14.84,649720191.0,261601,Finance,Real Estate,Ellington Financial
1308,EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest,$15.55,118279862.0,29504,,,Eaton Vance Floating-Rate Income Plus Fund Of Beneficial Interest
1309,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,$8.89,209996131.0,151440,,,Eaton Vance Floating-Rate 2022 Target Term Trust Of Beneficial Interest
1310,EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,$12.73,469079024.0,383117,,,Eaton Vance Senior Floating-Rate Fund Of Beneficial Interest
1311,EFSC,Enterprise Financial Services Corporation Common Stock,$34.95,1090780378.0,91769,Finance,Major Banks,Enterprise Financial Services
1312,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,$13.16,507004134.0,247963,,,Eaton Vance Floating Rate Income Trust Of Beneficial Interest
1313,EFX,Equifax Inc. Common Stock,$192.84,23457627442.0,487749,Finance,Finance: Consumer Services,Equifax
1314,EGAN,eGain Corporation Common Stock,$11.81,365272529.0,670915,Technology,Computer Software: Prepackaged Software,Egain
1315,EGBN,Eagle Bancorp Inc. Common Stock,$41.30,1312522136.0,120115,Finance,Major Banks,Eagle Bancorp
1316,EGHT,8x8 Inc Common Stock,$34.47,3664899968.0,760196,Technology,EDP Services,8X8
1317,EGLE,Eagle Bulk Shipping Inc. Common Stock,$19.00,236130328.0,78438,Transportation,Marine Transportation,Eagle Bulk Shipping
1318,EGO,Eldorado Gold Corporation Ordinary Shares,$13.27,2319581031.0,1711265,Basic Industries,Precious Metals,Eldorado Gold
1319,EGOV,NIC Inc Common Stock,$25.83,1731401560.0,202690,Miscellaneous,Business Services,Nic
1320,EGP,EastGroup Properties Inc. Common Stock,$138.06,5461229756.0,134031,Consumer Services,Real Estate Investment Trusts,Eastgroup Properties
1321,EGRX,Eagle Pharmaceuticals Inc. Common Stock,$46.57,606813154.0,69569,Health Care,Major Pharmaceuticals,Eagle Pharmaceuticals
1322,EH,EHang Holdings Limited ADS,$21.11,1155321126.0,1402864,Capital Goods,Military/Government/Technical,Ehang Holdings Ads
1323,EHC,Encompass Health Corporation Common Stock,$82.69,8222070448.0,291022,Health Care,Hospital/Nursing Management,Encompass Health
1324,EHI,Western Asset Global High Income Fund Inc Common Stock,$10.00,438674770.0,323760,,,Western Asset Global High Income Fund
1325,EHT,Eaton Vance High Income 2021 Target Term Trust Common Shares of Beneficial Interest,$9.72,208634979.0,71511,,,Eaton Vance High Income 2021 Target Term Trust Of Beneficial Interest
1326,EHTH,eHealth Inc. Common Stock,$70.61,1828609342.0,524380,Finance,Specialty Insurers,Ehealth
1327,EIDX,Eidos Therapeutics Inc. Common Stock,$131.58,5113451828.0,59320,Health Care,Major Pharmaceuticals,Eidos Therapeutics
1328,EIG,Employers Holdings Inc Common Stock,$32.19,942233329.0,80297,Finance,Property-Casualty Insurers,Employers Holdings
1329,EIGI,Endurance International Group Holdings Inc. Common Stock,$9.45,1339190940.0,954553,Technology,Computer Software: Prepackaged Software,Endurance International
1330,EIGR,Eiger BioPharmaceuticals Inc. Common Stock,$12.29,399814507.0,1313504,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Eiger Biopharmaceuticals
1331,EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,$13.60,978563302.0,220985,,,Eaton Vance Municipal Bond Fund Of Beneficial Interest $.01 Par Value
1332,EIX,Edison International Common Stock,$62.82,23778243952.0,943907,Public Utilities,Electric Utilities: Central,Edison International
1333,EL,Estee Lauder Companies Inc. (The) Common Stock,$266.19,96255806376.0,700620,Consumer Non-Durables,Package Goods/Cosmetics,Estee Lauder Companies
1334,ELA,Envela Corporation Common Stock,$5.20,140006781.0,67433,Consumer Services,Consumer Specialties,Envela
1335,ELAN,Elanco Animal Health Incorporated Common Stock,$30.67,14473634614.0,2809364,Health Care,Major Pharmaceuticals,Elanco Animal Health Incorporated
1336,ELF,e.l.f. Beauty Inc. Common Stock,$25.19,1285529079.0,3811439,Consumer Non-Durables,Package Goods/Cosmetics,E.L.F. Beauty
1337,ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),$33.62,425300140.0,119,Public Utilities,Electric Utilities: Central,Ellomay Capital
1338,ELOX,Eloxx Pharmaceuticals Inc. Common Stock,$3.98,159808474.0,53494,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Eloxx Pharmaceuticals
1339,ELP,Companhia Paranaense de Energia (COPEL) Common Stock,$14.30,3913271863.0,178571,Public Utilities,Electric Utilities: Central,Companhia Paranaense De Energia
1340,ELS,Equity Lifestyle Properties Inc. Common Stock,$63.36,11545757182.0,508087,Consumer Services,Real Estate Investment Trusts,Equity Lifestyle Properties
1341,ELVT,Elevate Credit Inc. Common Stock,$3.99,151901000.0,312824,Finance,Finance: Consumer Services,Elevate Credit
1342,ELY,Callaway Golf Company Common Stock,$24.01,2261250923.0,874747,Consumer Non-Durables,Recreational Products/Toys,Callaway Golf Company
1343,EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,$13.90,844369567.0,408303,,,Western Asset Emerging Markets Debt Fund
1344,EME,EMCOR Group Inc. Common Stock,$91.46,5023954231.0,197831,Capital Goods,Engineering & Construction,Emcor Group
1345,EMF,Templeton Emerging Markets Fund Common Stock,$18.72,304260709.0,77298,,,Templeton Emerging Markets Fund
1346,EMKR,EMCORE Corporation Common Stock,$5.45,161106109.0,152156,Technology,Semiconductors,Emcore
1347,EML,Eastern Company (The) Common Stock,$24.10,150454179.0,30592,Capital Goods,Industrial Machinery/Components,Eastern Company
1348,EMN,Eastman Chemical Company Common Stock,$100.28,13584720410.0,513734,Basic Industries,Major Chemicals,Eastman Chemical Company
1349,EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,$13.43,192623764.0,460461,,,Clearbridge Energy Midstream Opportunity Fund
1350,EMPW,Empower Ltd. Class A Ordinary Shares,$10.01,322196875.0,85573,Finance,Business Services,Empower
1351,EMR,Emerson Electric Company Common Stock,$80.37,48179292748.0,1239842,Energy,Consumer Electronics/Appliances,Emerson Electric Company
1352,EMX,EMX Royalty Corporation Common Shares (Canada),$3.35,282530491.0,531054,Basic Industries,Precious Metals,Emx Royalty
1353,ENB,Enbridge Inc Common Stock,$31.99,64786757825.0,3332871,Energy,Natural Gas Distribution,Enbridge
1354,ENBL,Enable Midstream Partners LP Common Units representing limited partner interests,$5.26,2290598321.0,361278,Public Utilities,Natural Gas Distribution,Enable Midstream Partners
1355,ENDP,Endo International plc Ordinary Shares,$7.18,1653498922.0,4178983,Health Care,Major Pharmaceuticals,Endo International
1356,ENIA,Enel Americas S.A. American Depositary Shares,$8.22,12508589528.0,417091,Public Utilities,Electric Utilities: Central,Enel Americas
1357,ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),$3.89,5381158150.0,341137,Public Utilities,Electric Utilities: Central,Enel Chile
1358,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,$3.71,1818540747.0,1587194,Public Utilities,Natural Gas Distribution,Enlink Midstream
1359,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,$8.43,113499590.0,280408,Health Care,Major Pharmaceuticals,Enlivex Therapeutics
1360,ENPC,Executive Network Partnering Corporation Class A Common Stock,$25.03,444372608.0,69906,Finance,Business Services,Executive Network Partnering
1361,ENPH,Enphase Energy Inc. Common Stock,$175.47,22167575531.0,5626524,Technology,Semiconductors,Enphase Energy
1362,ENR,Energizer Holdings Inc. Common Stock,$42.18,2890864551.0,761457,Miscellaneous,Industrial Machinery/Components,Energizer Holdings
1363,ENS,EnerSys Common Stock,$83.06,3536469292.0,171069,Consumer Non-Durables,Telecommunications Equipment,Enersys
1364,ENSG,The Ensign Group Inc. Common Stock,$72.92,3955311181.0,317544,Health Care,Hospital/Nursing Management,The Ensign Group
1365,ENTA,Enanta Pharmaceuticals Inc. Common Stock,$42.10,845323458.0,143644,Health Care,Major Pharmaceuticals,Enanta Pharmaceuticals
1366,ENTG,Entegris Inc. Common Stock,$96.10,12972772043.0,555698,Consumer Non-Durables,Plastic Products,Entegris
1367,ENV,Envestnet Inc Common Stock,$82.29,4439528713.0,239013,Miscellaneous,Business Services,Envestnet
1368,ENVA,Enova International Inc. Common Stock,$24.77,883449669.0,171813,Finance,Finance: Consumer Services,Enova International
1369,ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,$12.28,222492650.0,46476,,,Eaton Vance New York Municipal Bond Fund Of Beneficial Interest $.01 Par Value
1370,EOD,Wells Fargo Global Dividend Opportunity Fund,$4.85,212446587.0,116296,,,Wells Fargo Global Dividend Opportunity Fund
1371,EOG,EOG Resources Inc. Common Stock,$49.87,29093083052.0,2408049,Energy,Oil & Gas Production,Eog Resources
1372,EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,$16.17,635867431.0,226871,,,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares Of Beneficial Interest
1373,EOLS,Evolus Inc. Common Stock,$3.36,113397406.0,529075,Health Care,Major Pharmaceuticals,Evolus
1374,EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,$21.69,1078507465.0,145348,,,Eaton Vance Enhance Equity Income Fund Ii
1375,EOSE,Eos Energy Enterprises Inc. Class A Common Stock,$20.84,1038114319.0,1590252,Miscellaneous,Industrial Machinery/Components,Eos Energy Enterprises
1376,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,$20.49,313771238.0,41810,,,Eaton Vance Municipal Income Trust Eaton Vance National Municipal Opportunities Trust
1377,EPAC,Enerpac Tool Group Corp. Common Stock,$22.61,1352659642.0,151447,Technology,Industrial Machinery/Components,Enerpac Tool Group
1378,EPAM,EPAM Systems Inc. Common Stock,$358.35,20063632707.0,254030,Technology,EDP Services,Epam Systems
1379,EPAY,Bottomline Technologies Inc. Common Stock,$52.74,2379290842.0,204594,Technology,Computer Software: Prepackaged Software,Bottomline Technologies
1380,EPC,Edgewell Personal Care Company Common Stock,$34.58,1885475779.0,358529,Consumer Non-Durables,Package Goods/Cosmetics,Edgewell Personal Care Company
